Dominant_Topic,Perc_Contribution,Topic_Keywords,Original_Text
9,0.4262,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.3348,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.4431,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.4187,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.5571,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.9025,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5652,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.3262,"language, text, model, word, models, based, information, task, natural, words",
8,0.493,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.185,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.4443,"language, text, model, word, models, based, information, task, natural, words",
4,0.8471,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.3534,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.6162,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.3815,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.904,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.7328,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.3351,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3346,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.4886,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.9669,"language, text, model, word, models, based, information, task, natural, words",
1,0.8576,"language, text, model, word, models, based, information, task, natural, words",
4,0.9007,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.2375,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
6,0.5243,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.4091,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.5562,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.5344,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.5199,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.5422,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.7606,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3625,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.5059,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.7213,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.4964,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.627,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.5033,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.825,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.5583,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.7362,"language, text, model, word, models, based, information, task, natural, words",
3,0.4689,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
7,0.3405,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.4942,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.5466,"language, text, model, word, models, based, information, task, natural, words",
6,0.5211,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
7,0.3252,"data, system, learning, systems, research, human, machine, user, speech, s",
9,0.3758,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.5202,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.8886,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3077,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.3289,"language, text, model, word, models, based, information, task, natural, words",
8,0.6619,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.2629,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.5019,"language, text, model, word, models, based, information, task, natural, words",
8,0.4376,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.3786,"data, training, model, learning, adversarial, method, loss, space, models, propose",
3,0.5752,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
7,0.5459,"data, system, learning, systems, research, human, machine, user, speech, s",
3,0.3889,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
3,0.3048,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.5701,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.5187,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.7695,"language, text, model, word, models, based, information, task, natural, words",
6,0.5857,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.6129,"language, text, model, word, models, based, information, task, natural, words",
3,0.3132,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.3129,"language, text, model, word, models, based, information, task, natural, words",
9,0.3743,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.4516,"language, text, model, word, models, based, information, task, natural, words",
4,0.5001,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.4869,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.466,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.4854,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3727,"language, text, model, word, models, based, information, task, natural, words",
8,0.5105,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.3523,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.7323,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.3916,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.5661,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.5726,"language, text, model, word, models, based, information, task, natural, words",
1,0.7379,"language, text, model, word, models, based, information, task, natural, words",
4,0.658,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.2398,"data, training, model, learning, adversarial, method, loss, space, models, propose",
2,0.5211,"data, training, model, learning, adversarial, method, loss, space, models, propose",
7,0.3737,"data, system, learning, systems, research, human, machine, user, speech, s",
9,0.6162,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.2909,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.4835,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.593,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.4135,"language, text, model, word, models, based, information, task, natural, words",
8,0.2989,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.4796,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.4029,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
3,0.4602,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.4606,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.4824,"language, text, model, word, models, based, information, task, natural, words",
7,0.3545,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.3187,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.383,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.4373,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.3671,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.2369,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.4186,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
0,0.5518,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
